video_id,clip_id,text,label,mode
206376,33_177,They have to come out with these movies it seems like,0.0,train
206376,35_552,Kind of disappointing that Vince Vaughn is in it cause I thought he was funnier than that,-1.0,train
206376,39_328,"But if you can get over the fact that it is a crappy holiday movie, you might actually enjoy it sort of",-1.6666666,train
206376,48_272,(uhh) As you may or may not know the plot is of Santa Claus' brother (umm) is also privileged to live forever like Santa and that's pretty much all you need to know,0.0,train
206507,0_62,"Hello, my name is Sarah, and I will be doing the video review for the movie Josie and the Pussycats",0.0,train
206507,8_482,"(uhh) Basically, I really did not like this movie at all",-1.6666666,train
206507,70_13300000000001,"I just again, really just did not like this movie",-2.0,train
206507,73_086,"I don't recommend it for people and the actors on this movie, they didn't really do a good job either",-1.0,train
206507,79_691,"It was you know, kind of expected as well",-0.33333334,train
206507,82_375,"These you know, girls that played in this movie just they didn't really do a good job",-1.6666666,train
206507,13_241,(umm) I felt it was kinda cheesy,-1.3333334,train
206507,16_744,"(umm) Of course I had low expectations at that, and hose expectations weren't even met",-1.0,train
206507,22_8655,"So you know, to recommend this movie, you know I really wouldn't",-1.6666666,train
206507,27_19,"(umm) I, I (stutter) found one thing about this movie that I thought was kind of interesting how (umm) these record companies put (uhh) subliminal messages in music to push products to get people to buy certain things",0.6666667,train
206507,43_733,"(umm) That part of the movie was pretty cool, but (umm) for the most part you know, it was, again it was too cheesy for me",-0.33333334,train
206507,51_9995,You know (umm) it was actually expected to be kind of corny,-0.6666667,train
206507,55_8155,"So I really wouldn't recommend this, this (stutter) movie to anybody",-1.6666666,train
206507,61_162,"(umm) No, I mean, basically the movie was just you know, trying to put you know, just",-0.33333334,train
206606,1_268,Hi my name is Will and this is my video opinion of the movie Catwoman starring Halle Berry,0.33333334,train
206606,8_342,"It's a fullscreen edition (uhh) which means you get some special features including two documentaries, the many faces of Catwoman, profiles the (stutter) evolution of the character",0.0,train
206606,72_074,But to me that wasn't enough to make a great film,-1.3333334,train
206606,20_147,(umm) You get an exciting alternative ending in the (stutter) additional scenes as well,1.0,train
206606,25_49,(umm) I thought that Catwoman was horrible,-1.6666666,train
206606,28_907,"(uhh) Quite honestly I thought that the big budget you know, film, it should have, the, you know, computer generated images should have worked more seamlessly with the stunts and things like that",-2.0,train
206606,42_411,"I thought that it was (uhh) it relied too, too (stutter) much on the CGI",-1.0,train
206606,46_402,"I didn't (umm) you know, I didn't really like the way that they made her come back to life",-2.0,train
206606,52_8575,"I thought you know it, you know while it did stay true to its origin, it's just when she did come back I thought her powers were a little unreal for me",-1.3333334,train
206606,61_881,"(umm) I just you know, just didn't really enjoy it",-2.0,train
206606,65_6185,"Her costume of course was great that was one of the highlights having Halle Berry in the movie, you know getting some eye candy",1.0,train
207812,0_231,"Hey Expo Tv, this is Victor and I have for you a review on this movie entitled Crazy Beautiful",0.33333334,train
207812,10_0795,It's got (uhh) Kirsten Dunst and Jay Hernandez and it's a really good movie,1.6666666,train
207812,17_722,"It's (umm) primarily targeted towards like the teenager kind of audience, but the cool thing about this movie is that it has a really cool soundtrack",1.3333334,train
207812,34_702,"(umm) And and (stutter) it also features one of my all time favorite bands Oskar, in the movie",2.3333333,train
207812,40_8095,So I thought that was really cool,2.6666667,train
207812,43_293,"(umm) But, it's a really cool movie because it's very it's very (stutter) real, you know",1.6666666,train
207812,48_702,"You can tell (umm) I mean, (stutters) you really start to believe in these characters, that they're going through these (uhh) experiences and stuff and I know that a lot of teenagers in high school can relate to this",1.0,train
207812,61_837,"It's got you know, a lot of real kind of stuff you know? I I (stutter) definitely relate to it and so (umm) Chicago Tribune gave it three stars, but I'm giving it five stars",2.0,train
207812,77_864,"It's just I, I, I (stutter) enjoyed the movie I'm not gonna lie",1.3333334,train
207812,81_2775,I know it's kind of cheesy but,-0.6666667,train
208148,0_0,My name is Sarah and I will be doing my video opinion of the movie Bring It on Again,0.0,train
208148,4_7065,"(uhh) It's the sequel to the first one, (umm) basically I really did not like this movie at all",-2.0,train
208148,81_536,"(umm) I mean I, that (stutter), you know again to me it it (stutter) was kind of boring, it just you know, didn't really enthuse me at all",-1.6666666,train
208148,89_767,(umm) You know I was kind of hoping for a little more excitement like the first one,-1.3333334,train
208148,11_944,(umm) I you know it was of course expected being that it was a straight to dvd movie,-1.0,train
208148,18_1,"(umm) I think it was kind of corny, you know I mean some of the the (stutter) jokes in here were just outrageously you know dumb for me",-2.3333333,train
208148,29_634,"(umm) It, you know I mean I guess basically if you like cheerleading and you know, it's something that you do yourself, pick up the movie",-0.33333334,train
208148,39_024,"But you know, I, it was not my favorite at all",-1.6666666,train
208148,42_067,"It was basically about (umm) two girls going to college and joining (umm) one of the you know, great qualifying (uhh) cheer teams in the country",0.0,train
208148,54_507,(umm) And basically they didn't like how things were going so they decided to start their own cheer team,-0.33333334,train
208148,59_9115,"And you know, then there was a competition that they had to compete for that school because that you know, school could only have one cheer team it couldn't have two",0.0,train
208148,68_207,"So they go through different things of you know, trying to start their own team (umm) you know, doing their own routines, pretty much starting from scratch where the first form routine had already been there",0.0,train
208299,0_0,"Hi, my name is Mike and I'm here to do a movie review for Thirty Days of Night, which is a moderately new (uhh) film that's still in theaters and it stars Josh Hartnett",0.33333334,train
208299,11_975,"(umm) My wife and I saw it (uhh) believe it was two weeks ago, and (uhh) it was pretty terrible",-2.0,train
208299,75_042,"(uhh) There was hardly any suspense, and just overall (uhh) not a good film {noise} so",-2.3333333,train
208299,19_024,"It was not a good film, (uhh) whatsoever",-3.0,train
208299,21_783,"(uhh) The main reason behind it was (uhh) there just really wasn't a lot of action, the colors were pretty drab",-1.3333334,train
208299,29_121,"(uhh) Even though it was set in Alaska during a period (uhh) in which you get constant night, (umm) everything just seemed to not flow really well, the plot was kind of boring",-1.0,train
208299,41_054,"And they really didn't do a lot with the (uhh) with the new slant on everything that they were going for, which was having the vampires be (uhh) the bad guys in this (uhh) horror movie",-1.6666666,train
208299,53_54,"(umm) Just overall the flow was awful, (uhh) the audience seemed to not enjoy really anything as well as if (uhh) me or my wife didn't enjoy anything",-2.3333333,train
208299,63_2935,"Halfway through the film, (uhh) (uhh) quite a few people left because they were pretty bored",-2.0,train
208299,68_5215,And (uhh) just overall it wasn't really enjoyable,-1.3333334,train
208299,71_6,The acting was pretty stiff and stilted,-2.6666667,train
208416,0_0,Hey Expo,0.33333334,train
208416,1_6840000000000002,"This is Jennifer, and today I'm reviewing Gladiator",0.0,train
208416,71_271,But this is definitely a movie that you can enjoy,3.0,train
208416,73_695,It's a little bit long but there's a lot action and it will really just draw you in and the time will go by quickly,1.6666666,train
208416,81_2825,"The DVD of course has deleted scenes and the director's commentary, always fun to see these things",1.3333334,train
208416,86_6455,And it's overall just a good movie,1.6666666,train
208416,88_272,I'd give it five stars,2.6666667,train
208416,89_8035,Definitely fun to watch,2.0,train
208416,91_5695,Enjoyable and a escape from reality,2.0,train
208416,4_5575,This is an epic movie about a man who was a general in an army,1.0,train
208416,9_222,And the man is played by Russell Crowe who is just very macho in this movie and does an excellent job playing the role,2.3333333,train
208416,16_1305,"He is a general in the army and he comes home and he finds that his village has been destroyed, his home has been destroyed, and his wife and chilled, child (stutter) killed",0.0,train
208416,25_584,So he goes about to exact his revenge and instead is captured and becomes a slave,0.0,train
208416,31_87,"He is forced to become a gladiator for the empire, and this is a movie about personal triumph and even though your body can be captured by someone, your spirit adheres and that it's how, it's how (stutter) you choose to live your life no matter what your circumstances are",0.33333334,train
208416,47_779,Russell Crowe excels in this role and it just makes you want to stand up and cheer for him when you're watching this and you see what he goes through and what he overcomes,1.6666666,train
208416,57_856,"In the back, in the sub ground there are different scenarios that are playing out with the king and his sister and things that are going on there to watch",0.0,train
208416,69_14500000000001,I don't want to give it away in case you haven't seen it,0.0,train
209354,0_77,"What's up Expo, this is Adam here again and I'm reviewing Underworld",0.33333334,train
209354,4_9915,"This is the widescreen special edition, I find it to be very entertaining in widescreen, much less than the full screen actually",2.0,train
209354,68_088,"It's all good, everything's good in this movie",2.0,train
209354,70_268,Pick it up as soon as you can,2.3333333,train
209354,13_1225,"But a little bit about this movie, it has retaken the idea of vampires and werewolves and they have them pitted against each other in a more, in a (stutter) mortal battle",1.0,train
209354,24_2825,"They're fighting each other for wars on end and then this movie, they, the main plot is about a, (uhh) is about a guy who is a descendant of one of these great, great (stutter) ancestors and he hold the key to a more higher power within his blood",0.0,train
209354,42_91,"So a little bit about that is just the, I mean I'm not gonna reveal too much about the movie",0.0,train
209354,48_063,But Underworld it's definitely gonna get five out of five stars,3.0,train
209354,51_635,"This movie is full of action, intensity, I really like what they do with the vampires and the werewolves",2.3333333,train
209354,56_055,Everyone's got their own little spinoff,0.33333334,train
209354,58_105,"This one, this one (stutter) has a good spinoff of them so you're not gonna be disappointed by that",1.3333334,train
209354,62_2655,"So Underworld, give it five out of five stars, look for the sequel Underworld Evolution",2.6666667,train
209775,2_316,Alright so next up we've got Chicago,0.33333334,train
209775,5_8195,Academy Award for best picture winner of two-thousand and two which it definitely should not have won,-1.0,train
209775,64_6705,"So I give this a half a star out of five, and again I think the Oscar should have gone to Gangs of New York",-2.3333333,train
209775,11_187,"The Oscar should have gone to Gangs of New York, (uhh) Scorsese's masterpiece, or one of his masterpieces I think with (uhh) some other great movies, Taxi Driver and Goodfellas which I think a lot of people love more, but Chicago I thought was a terrible movie",-2.3333333,train
209775,23_968,"(uhh) I like (uhh) I think the performers are good performers, Richard Gere and (uhh) Catherine Zeta Jones and Rene Zellweger",1.6666666,train
209775,29_645,"I find the ladies very attractive (uhh) and very talented actresses, I just didn't like them very much in this",-1.0,train
209775,35_851,"To me this was like a made for TV (stutter) movie, they were trying too hard to try and reinvent the Hollywood musical and it just fell flat",-2.3333333,train
209775,42_815,"I think the choreography a lot of very hard work went into it, but as a piece of entertainment I personally did not enjoy it",-2.0,train
209775,49_7145,"I thought that (uhh), you know, (umm) it's just overdone, dumb, silly, ridiculous",-2.3333333,train
209775,55_417,"I thought the lighting was unbelievable, I thought the style was (uhh) hokey and contrived",-2.3333333,train
209775,59_7665,I thought the story line was a little too (uhh) too (uhh) too much,-1.3333334,train
210238,0_0,"Hi, it's Jason and I'll be doing a review on the movie Delta Farce coming right up",0.33333334,train
210238,5_79,Thank you,0.33333334,train
210238,54_0,I found this movie absolutely dumb,-2.6666667,train
210238,57_0,"It just, it just (stutter) wasn't good nothing worked",-2.0,train
210238,59_31,(umm) These aren't my three favorite comedians,-0.33333334,train
210238,62_01,(umm) The movie's rated PG-thirteen,0.0,train
210238,64_26,"(umm) It's eighty minutes eighty-nine (stutter) minutes long and it was it was (stutter) (umm) filmed in two thousand seven it was completed and released, so that tells you a lot about how, how (stutter) good this movies I remember when it came out at the movie theaters it wasn't a hit at all",0.0,train
210238,77_55,"(umm) And also costars Danny Trejo, (umm) but that's about it I mean I don't wanna give away too much but I had a hard time sitting through this",-2.3333333,train
210238,84_63,"I (stutter) just, I didn't find it funny I actually found it really stupid and as you can see in the background it's just a menu with some small clips from the movie",-1.3333334,train
210238,93_639705,(umm) But if you're thinking about buying this movie I probably think twice again,-2.0,train
210238,98_185465,So again this is for Delta Farce,0.33333334,train
210238,9_63,Hi it's Jason and I'll continue my review on Delta Farce,0.0,train
210238,13_26,"(umm) Basically it's a (stutter) comedy that stars three different people, it stars Larry the Cable Guy and Bill Envall and D",0.0,train
210238,21_151328,(stutter) Qualls,0.0,train
210238,22_572515,"(umm) Basically they are (umm) some army, they are mistaken to being army reserve troops",0.0,train
210238,28_14,And they're (stutter) hussled away to what they thought was Iraq but what end up happening is they drop them off in Mexico instead and they try to liberate Mexico,0.0,train
210238,39_96,"(umm) This is by (umm) the blue collar comedy tour director Stevy Harry and (stutter) as some of you may know from the, the (umm) touring for the blue collar comedy tour",0.0,train
210238,51_84,(umm) If you like these three people you might like this movie,0.6666667,train
210618,0_0,Hello I would like to tell you about an excellent new movie from Disney and Pixar and that's Ratatouille,3.0,train
210618,8_063,(uhh) It's about a little rat named Remy who dreams of becoming a chef,0.0,train
210618,58_759,(umm) Brad Garrett plays the voice of Gusto,0.0,train
210618,61_9615,I love Brad Garret I think he's an excellent actor,1.6666666,train
210618,64_88499999999999,"(umm) Just, it's, it's (stutter) a hilarious movie",2.6666667,train
210618,67_85849999999999,I mean you have to watch this movie it is so good the animation is excellent,2.6666667,train
210618,72_06899999999999,"(umm) You know, Disney and Pixar although you wouldn't expect anything but excellent and you definitely get that let me show you a quick clip",2.3333333,train
210618,82_126,This is the kitchen of (umm) of Gusto's,0.0,train
210618,97_31,{movie} Really good movie you watch it you'll have lots of laughs,1.6666666,train
210618,101_3225,I think you'll really enjoy it,2.0,train
210618,13_841,"And I mean, but what restaurant will allow a rat to be a chef",-0.6666667,train
210618,20_5855,"So he (umm) you know, really thinks that he's never you know, that he's not gonna go anywhere",0.0,train
210618,27_6,(umm) But one day he finds himself in Gusto's restaurant,0.0,train
210618,32_519,And Gusto's is a (uhh) famous restaurant in Paris,0.0,train
210618,36_759,And there is a boy that works at (uhh) Gusto's named Linguine who can't cook at all,-0.6666667,train
210618,43_572,"(umm) So they team up together and they (umm) try to become a you know, chef together",0.0,train
210618,50_129000000000005,"(umm) Will it work out though, I mean can a rat actually be a chef",0.0,train
210618,54_7485,"So watch it a find out, there's some good twists and turns in there",1.0,train
21137,0_4,"Hi, today I'm presenting the movie that is in theaters",1.0,train
21137,5_7195,It's called Borat,0.0,train
21137,65_7385,"It's hilarious, and you'll laugh your butt off",2.3333333,train
21137,8_053,"(uhh), I would give this movie a five out five and two thumbs up",2.0,train
21137,13_396999999999998,It is a hilarious movie,2.6666667,train
21137,15_567,"I loved it, and I laughed my butt off while I watched it",2.6666667,train
21137,19_936,"(umm), It's mostly about this guy named Borat who is a Kazaky reporter in America, and he's trying to learn about the culture and stuff here, and because he's so different he ends up making a fool out of himself and it's hilarious",2.3333333,train
21137,36_2205,"(umm), It's kind of in a, mock documentary kind of style reality show kind of style where they follow him around with their cameras, and you see the wonderful interactions he has with Americans",1.0,train
21137,48_7965,"Of course it's all a big joke, but, it's hilarious to see him",2.0,train
21137,54_1645,"And he goes to like different places, and (uhh), and (uhh), country rodeos in the south and things like that",1.0,train
21137,61_9365,"So, I definitely recommend you going and seeing Borat the movie",2.0,train
212532,0_0,Hi,0.33333334,train
212532,1_875,This is a review of Good Luck Chuck,0.33333334,train
212532,53_062,"I don't know, I just, I really didn't enjoy this movie, I thought it was dumb",-2.0,train
212532,3_5795,I managed to catch this at the dollar theater at my local place,0.0,train
212532,8_193,(umm) And it's a good thing I did because it's not a very good movie,-1.6666666,train
212532,12_185,"(uhh) Basically it's about a guy who gets cursed when he's a kid by a goth girl and now every girl he meets and gets with (umm) will marry the next man that, that (stutter) (uhh) that she meets",0.0,train
212532,26_7015,"Or or (stutter) something, it's it's (stutter) kind of ridiculous",-2.0,train
212532,29_066,"It's got Dane Cook as the main guy, Charlie, it's got Dan Fogler as Stu, it's got Jessica Alba as (uhh) the love interest Cam",-1.3333334,train
212532,38_106,"And (umm), you know, she's beautiful and everything but this is, it's (stutter) just stupid",-1.0,train
212532,43_045,"She's just running into stuff the whole time and it's just, it's ridiculous",-2.0,train
212532,48_3975,"(umm) Not really that funny, kind of stupid, (umm) acting's not that great",-2.6666667,train
213619,0_969,"Hey there, ExpoTV there",-0.33333334,train
213619,3_125,I have the scariest movie in a decade,0.6666667,train
213619,65_2495,"So you should see if they survive, if they die if they bleed to death, if they get their heads chopped off, limbs chopped off, if you're into that stuff",-0.33333334,train
213619,72_9515,"But check it out, it's called Hostel part one, because there is a part two now",1.0,train
213619,7_495,It's called Hostel,0.0,train
213619,9_2415,It's unrated,0.0,train
213619,12_064,(uhh) But if it was rated it would be rated R because it's really bad for you and bad for the kids and there's a lot of killings and a lot of blood and a lot of gore,-2.0,train
213619,21_333,(uhh) It's presented by Quentin Tarantino and directed by Eli Roth,0.6666667,train
213619,26_692,So if you know them they have sick minds and they like to make sick movies,-1.3333334,train
213619,33_665,(uhh) This movie first starts off as like a x rated because you see a lot of girls who has and a lot of guys ding dongs,0.33333334,train
213619,43_683,So if you can get past that it's not that bad,0.33333334,train
213619,47_394,"(uhh) But the movie's about how two Americans go backpacking through Europe and they're just trying to have a good time, but they go to this hostel and eventually they get kidnapped and they get tortured, tortured (stutter)",0.0,train
214095,1_498,Hello expotv,0.33333334,train
214095,3_774,(umm) I'm here right now reviewing the movie currently in theaters called The Heartbreak Kid,0.0,train
214095,56_734,"And this one, I mean, you can laugh about it being so bad but (uhh) that's about it",-2.3333333,train
214095,65_622,(umm) Don't see this movie,-2.6666667,train
214095,67_33449999999999,It's not a good movie,-2.3333333,train
214095,70_361,(umm) It's incredibly predictable and Carlos Mencia is in it who steals jokes,-2.0,train
214095,76_838,So don't see it,0.0,train
214095,9_451,(umm) This movie stars Ben Stiller,-1.3333334,train
214095,12_663,"(uhh) It's about this guy that marries this girl and while they're on his (stutter), while they're on their honeymoon he finds someone who he loves more, or he begins to fall in love with and so it's kind of about that",0.0,train
214095,28_686,(umm) This movie's awful,-1.6666666,train
214095,31_37,(uhh) {laugh} It's probably the most predictable comedy I've ever seen,-1.0,train
214095,36_28,(uhh) You don't you don't (stutter) have to be clever to know what's about to happen,-0.33333334,train
214095,40_649,(umm) Most of the jokes I can put together before they were finished and it was just bad,-1.6666666,train
214095,47_724,I mean Ben Stiller is usually pretty funny,-0.6666667,train
214095,50_2935,"His movies aren't always, don't always have the best plot but at least they make you laugh",-0.6666667,train
215259,1_558,"Hello Expo TV, I'm here to review Beowulf in three D",0.33333334,train
215259,8_153,(uhh) This movie was a little bit disappointing to me,-1.0,train
215259,50_922,(umm) I kinda only recommend (uhh) going to see it in matinee,-0.33333334,train
215259,56_573,"(umm) I know you'll miss the 3D, but I would wait for the DVD",0.0,train
215259,11_9255,"(uhh) After reading the book the classic, it's obviously an amazing tale",1.3333334,train
215259,16_839,(umm) But when you go and it's adapted to film I I (stutter) just don't think it was done as well,-1.0,train
215259,22_187,The animation was excellent,2.0,train
215259,24_2125,(umm) It took my eyes a few minutes to adjust to the three D at the theater I was at when (uhh) after I adjusted I thought it looked beautiful,1.6666666,train
215259,33_485,"(umm) Especially the last fighting scene, I thought that was the best part of the movie",1.3333334,train
215259,38_2155,"But on the overall, (uhh) I was kinda disappointed",-1.3333334,train
215259,41_6275,I I (stutter) thought it should have been a little bit deeper,-1.3333334,train
215259,45_209,"(umm) So if I were to go see this full price, I I (stutter) would not recommend it",-1.6666666,train
216007,0_101,Hi,0.6666667,train
216007,0_97,"I'm Liz and I'm here to talk to you about The Hitchhiker's Guide to the Galaxy, based on the beloved series of books by Douglas Adams, may he rest in peace",1.6666666,train
216007,59_228,"You haven't, you know, read all the books and seen the movie",0.0,train
216007,61_7225,"To really feel what it was they got wrong, there's just a feeling missing",-1.0,train
216007,66_481,"Everything that he intended and all these sort of (umm) jokes that he meant to be funny in a particular way just aren't the same, and they've added a lot of their own jokes that are funny in a very different way, not not (stutter) what he would have wanted",-1.3333334,train
216007,81_756,(umm) It's not a great adaptation,-1.0,train
216007,83_413,"Is it a good movie? I suppose it's kind of amusing in its own way, but it's not a good adaptation of the story",-1.0,train
216007,89_3345,"And I think the greatest example of that is the line at the very end, when Alan Rickman as the robot says, they're (stutter) heading to the Restaurant at the End of the Universe, which is the name of the second, the second (stutter) novel in the series, and is an actual setting in the novel",0.0,train
216007,106_559,"And he says, not that anyone cares, or asked me, or whatever, but the restaurant is at the other end of the universe",-0.6666667,train
216007,114_81,"The restaurant was not, even if you casually read Douglas Adams, you know the restaurant is not at the physical end of the universe, it's at the temporal end of the universe",-1.6666666,train
216007,122_7785,"It's a place where you can go, utilizing time travel, you can go to this particular point in time, at just the point the universe ends, and watch it end",0.33333334,train
216007,131_05450000000002,And that's sort of the main attraction of the restaurant,-0.6666667,train
216007,10_897,(umm) I'm not entirely convinced that the people who made this movie understood the books at all,-2.3333333,train
216007,133_02,It's like their evening show,0.0,train
216007,135_873,"That's just a really, really obvious, stupid mistake",-2.3333333,train
216007,140_004,Why did they have to make that joke? It's not that good,-1.3333334,train
216007,142_5635,"Considering it got something so completely wrong, I think Douglas Adams fans would just grit their teeth",-1.3333334,train
216007,147_835,(umm) And that's the kind of thing they do in this movie,0.0,train
216007,150_441,And I think that makes it kind of painful,-1.0,train
216007,153_792,(umm) The only up side is the special effects are fantastic,2.0,train
216007,156_477,The previous adaptation of Hitchhiker was done by the BBC on a shoestring budget,0.6666667,train
216007,160_817,It looks awful,-1.6666666,train
216007,161_86950000000002,"It's great, but it looks terrible",-0.33333334,train
216007,17_342,"(umm) Part of, I think, that the remarkable thing about the books is Douglas Adams wrote them sequentially, with no planning ahead of time as to what was gonna to happen",0.6666667,train
216007,163_58550000000002,"This movie is terrible, and looks great",-2.3333333,train
216007,165_29149999999998,"So, you know, whatever you want to sacrifice, I guess, but, (uhh) no, this movie doesn't capture the spirit of the story at all",-2.6666667,train
216007,25_784,"And yet, they all come around into an incredibly tight plot and theme",0.6666667,train
216007,34_104,(uhh) That's part of what makes them so amazing,0.6666667,train
216007,36_998,And this movie destroys all of that by sort of creating its own (umm) self-contained plot because I guess they weren't planning on making more movies,-1.6666666,train
216007,46_197500000000005,"They're certainly not going to now, I don't think",-0.6666667,train
216007,48_411,(umm) Since no one really liked it that much,-2.0,train
216007,54_657,(umm) They just {sigh} it's hard to explain if you're not a Douglas Adams fan,-1.0,train
21638,0_0,Hi I will review for you the special collector's edition of Tae Guk Gi,0.33333334,train
21638,4_178,"A Korean war film, (umm) the title actually translates to The Brotherhood of War",0.0,train
21638,10_767,(umm) The movie itself is a lot like Saving Private Ryan and Band of Brothers,0.0,train
21638,15_7115,"(umm) It's a really stylized film, so you can really get the grittiness of war that's going on all the battles and stuff in this, in the movie",1.6666666,train
21638,23_8685,"(umm) It is about a the story between of two brothers who are forced to join a war going on in Korea, between the north the north (stutter) and south",0.0,train
21638,34_982,"(umm) As far as the actual disc, (uhh) DVD collection goes, (uhh) it comes in a two disc set, (uhh) the first disc is the widescreen version of the film and the second disc is a bonus disc that comes with about three hours of footage of behind the scenes, cast documentaries, and outtakes",0.0,train
21638,53_859,(umm) It is a really well made movie and a really well made (uhh) DVD collector's edition,2.0,train
216857,0_0,Hi,0.0,train
216857,0_391,Hi,0.0,train
216857,47_304,"(uhh) So I, you know, wasn't (uhh) crazy about watching this movie in the first place",-1.0,train
216857,52_134,"And it (uhh) I mean, it was okay",0.0,train
216857,55_267,"I, I (stutter) watched it through",0.0,train
216857,57_262,It's not like I shut it off in the middle or anything,0.33333334,train
216857,60_685,"It was worth (umm) watching on a, you know, boring afternoon",0.6666667,train
216857,64_9945,"But (umm) (uhh), you know, I would recommend it if you like the Nicholas Sparks books",0.33333334,train
216857,71_5995,"And (uhh) also, not a huge Kevin Costner fan, so (umm) not really up for that",-1.0,train
216857,77_437,"I didn't find him, I did read the book before I saw the movie, and (uhh) he didn't really fit",-0.33333334,train
216857,84_30099999999999,"I don't know how I saw the character exactly, but (uhh) (umm) that's just my personal opinion",-0.33333334,train
216857,91_553,(umm) But the movie itself is one-hundred-and-thirty-one minutes long,0.0,train
216857,4_042,"(umm) This is a movie starring Kevin Costner, Robin Wright Penn, and Paul Newman which was based on the best-selling Nicholas Sparks novel (umm) also entitled Message in a Bottle",0.0,train
216857,95_126,It's a pretty long movie,-0.33333334,train
216857,97_042,"And (umm) the DVD is available on Amazon dot com, along with pretty much any DVD retail",0.0,train
216857,18_33,(umm) I'm probably in the minority of people,-0.6666667,train
216857,21_4185,"(umm) I know it's got a lot of good ratings and stuff when it came out, but, really, not one of my favorite movies",-1.3333334,train
216857,27_6495,And (umm) not surprising,-0.33333334,train
216857,30_2585,"I mean, I did watch",-0.33333334,train
216857,31_611,This was actually given to me as a gift,-0.6666667,train
216857,33_247,But (uhh) I don't really care for Nicholas Sparks' (umm) writing that much,-1.0,train
216857,38_7195,"(uhh) It always seems really cliche to me and (umm) tries to be deep, but it's really not",-2.6666667,train
218708,0_0,Hi,0.0,train
218708,0_63,Today on ExpoTV I'm going to be reviewing the movie Mr,0.33333334,train
218708,39_48,"And (umm) so he leaves, he's going to leave the store to (umm) Natalie Portman's character to, you know, run and keep it going",0.0,train
218708,49_08,"And (umm) also, this other guy is going to help (umm) do the bills, the character who is (umm) played by (uhh) Jason Bateman",0.0,train
218708,61_02,"And (umm) this guy is really, like, drab and doesn't believe in the magic of the store and (umm) is just generally a jerk",-1.0,train
218708,67_8,"And (umm) the movie kind of goes, follows (umm) the decisions and how they affect (umm) those two characters in relation to, like, who owns the store and (umm) how the store handles (umm) each one of those characters",-0.33333334,train
218708,83_66499,"So it's really a fantastical, fantasy-like movie and (umm) it's not really that good",-0.6666667,train
218708,91_02,(umm) The story is kind of blur and drab and it's just so so,-2.0,train
218708,96_6,So I don't really recommend it,-1.0,train
218708,97_448899,"I give it, like, two stars",-1.6666666,train
218708,99_75,It's not very good,-0.6666667,train
218708,100_977524,"(umm) Even though there's a lot of, like, famous good actors and actresses (umm) it still doesn't make up for just the bad story",-0.6666667,train
218708,5_13,Magorium's Wonder Emporium,0.0,train
218708,107_521875,"So (umm) yeah, don't see it",-0.6666667,train
218708,7_35,And Mr,0.0,train
218708,7_98,Magorium's Wonder Emporium is (umm) a movie that's in theaters now and it stars (umm) Jason Bateman and (uhh) Natalie Portman and Dustin Hoffman,0.33333334,train
218708,20_28,"And (umm) basically it's about (umm) this guy, Dustin Hoffman, named Mr",0.33333334,train
218708,27_84,And he has this huge magic shop,0.33333334,train
218708,29_49,"And there's, like, tons of stuff going on",0.0,train
218708,32_31,"And (umm) he, he (stutter) says (umm) it's time for him to leave, which kind of implies, like, he's going to die",0.0,train
219310,0_45,"Corbitt here, reviewing the movie Reign of Fire",0.0,train
219310,3_4000000000000004,"Reign of Fire is a movie starring Matthew McConaughey and Christian Bale and it's about this dragon that's found in the earth and (uhh) basically all hell rains loose when it gets freed, the world is pretty much being destroyed and (umm) {sigh} there's not much to say about this movie",-0.6666667,train
219310,72_6425,"I guess if you're a huge dragon fan you might wanna check it out, but (umm) this definitely a pass for me",-2.0,train
219310,20_1815,"You know, I'm a huge fan of both the stars, Matthew McConaughey and Christian Bale",1.0,train
219310,24_836,Christian Bale has done a lot of good movies and {sigh} I don't know what happened but (umm) this isn't that good of a movie,-1.3333334,train
219310,33_146,"(umm) You'd think even these two great actors could save it, but that's not the case",-2.3333333,train
219310,38_445,(umm) It's just not that good of an action movie,-1.3333334,train
219310,40_8745,"The conversations with the people are just, like, they don't sound right, they don't sound real",-1.0,train
219310,47_922,(umm) It seems a little over the top even for having a dragon in it and (umm) it's just not that good,-1.6666666,train
219310,56_214,"(umm) Surprisingly with this movie they added a lot of extra features including a making of dragons, a pyrotechnics featurette, (uhh) conversations with the director, a trailer, and surround sound",0.33333334,train
219310,70_2875,But (umm) I really wouldn't recommend this,-2.0,train
219775,0_0,Hi today I'm reviewing the DVD movie All Dogs Go to Heaven Two,0.0,train
219775,5_429,"I did not particularly enjoy the first All Dogs Go to Heaven movie, so needless to say I was less than thrilled when my mother in law got my kids this next All Dogs Go to Heaven movie",-1.6666666,train
219775,18_928,"(umm) My kids really didn't enjoy this one, either, and I didn't",-1.3333334,train
219775,23_584,Definitely,0.0,train
219775,24_7865,"It includes the dogs from the first movie, Charlie and Barkin",0.0,train
219775,29_206,It does not include the little orphan girl from the first movie Anne Marie,-0.33333334,train
219775,33_9705,"And this movie has a little boy in it, so I guess it would be good (umm) for (umm) little boys to relate to this guy more than the girl in the first one",1.0,train
219775,47_044,(umm) (uhh) There's supposed to be a lot of thrills in this movie I didn't find it that thrilling and there's some villains in the movie that kind of make it a little bit dark so I don't really think it's that great for children,-1.6666666,train
